GivenName,Surname
Capucine,Course
Timothée,Blanchard
Nadine,Frappier
Robert,Paquin
Antoine,Bilodeau
Louise,Sarrazin
Aya,Lebrun
Langley,Margand
Diane,Bonnet
Paien,Paradis
Aubrette,Lacombe
Fayette,Parrot
Arianne,LaGrande
Alfred,Tessier
Zerbino,Daoust
Vivienne,Archambault
Amaury,Marseau
Martine,Bellefeuille
Rémy,Phaneuf
Dorothée,Saucier
Capucine,Clavette
Beaufort,Chauvet
Falerina,Lebrun
Seymour,Jacques
Gifford,Doyon
Francis,Monty
Nathalie,Paquet
Warrane,Roy
Archard,Chalifour
Saville,Jacques
Creissant,Marchesseault
Jessamine,Pelletier
Faustin,Proulx
Royce,Lamy
Burkett,Michel
Vail,Salmons
Legget,Meilleur
Arnaude,Salois
Albertine,Boileau
André,Mailly
Dominic,Lizotte
Amedee,Majory
Gustave,Courtois
Didiane,Vallée
Babette,Leclair
Martin,Norbert
Afrodille,Allaire
Charline,Charlebois
Charmaine,Lagrange
Ernest,Lagacé
Sébastien,Bondy
Carole,Bousquet
Romaine,Fresne
Rosamonde,Lévesque
Dreux,Joly
Gustave,Duclos
Solaine,Marseau
Berangaria,Brousse
Chapin,Mailly
Fifine,Lacroix
Searlait,Beausoleil
Stéphanie,Labbé
Berangaria,Gareau
Catherine,Pouliotte
Suzette,Doucet
Somerville,Deniger
Isabelle,Béland
Didier,Paulet
Julien,Ouellet
Joseph,Ferland
Franck,Mailloux
Zerbino,Perillard
Sumner,Jolicoeur
Nicholas,Courcelle
Matilda,Marcoux
Vincent,Gaulin
Diane,Rodrigue
Belle,Bourque
Leala,Leblanc
Hortense,Dostie
Amorette,Desjardins
Madeleine,Brodeur
Amitee,Miron
Loyal,Étoile
Victor,Paquet
Alfred,Auberjonois
Barry,Lamoureux
Yves,Lemaître
Josephe,Coulombe
Martine,Labossière
Harbin,Tardif
Xavier,Lemelin
Arnaud,L'Angelier
Gay,Givry
Senior,Nadeau
Brie,Lépicier
Sophie,Rouze
France,Gregoire
Yves,Monjeau
Dalmace,Lauzier
Minette,Gosselin
Nicolas,Poissonnier
Édouard,Faure
Leone,Collin
Victorine,Tougas
Dominique,Marseau
Pierrette,Vincent
Théodore,Monjeau
Blanche,Royer
Cinderella,Berthiaume
Gaspar,Caya
Phillipa,Cressac
Donatien,Pomerleau
Paien,Trottier
Ancelote,Panetier
Talbot,Marchesseault
Timothée,Dagenais
Charmaine,Dagenais
Julienne,Vertefeuille
Virginie,Metivier
Lotye,Chastain
Archaimbau,Marceau
Josephe,Laprise
Arienne,Fresne
Fortun,Berthelette
Marthe,Chartré
Aubrey,Cousteau
Leal,Mazuret
Ila,Courtois
Marmion,Villeneuve
Bruce,Trottier
Vail,Briard
Sylvie,Rocheleau
Noël,Leblanc
Aymon,Paquet
Fayette,Ayot
Merlin,Grignon
Damiane,Grenier
Bernadette,Abril
Lance,Rhéaume
Coralie,Cloutier
Rabican,Jomphe
Zara,Sauriol
Gaetane,Raymond
Crescent,Garcia
Paul,Poirier
Gifford,Lang
Stéphanie,Duffet
Liane,Jacques
Ancelina,Cartier
Blanche,Hétu
Marine,Lazure
Paien,Vaillancourt
Fletcher,Richard
Jeannine,Lapresse
Norris,Veilleux
Dexter,Beaudoin
Guy,Salois
Orson,Trottier
Claude,Martin
Natalie,Racine
Alaine,Corbin
Mercer,Vadeboncoeur
Patience,Richard
Thierry,Caouette
Jewel,Laforest
Agrican,Frappier
Théodore,Sanschagrin
Thiery,Royer
Paulette,Gagnon
Amedee,Bienvenue
Vedette,Marcoux
Pensee,Chaloux
Eulalie,Auclair
Victoire,Hébert
Alaine,Chabot
Astolpho,Plaisance
Merle,Plourde
Gaetane,Gamelin
Xavier,Labrosse
Talbot,Bordeleau
Varden,Lapointe
Mayhew,Barrière
Gustave,Leroux
Methena,Guertin
Cendrillon,Desforges
Alexandrie,Boucher
Felicien,Ailleboust
Marine,Noël
Galatee,Poissonnier
Sophie,Ailleboust
Laure,Moïse
Ernest,Brunault
Alphonsine,Saucier
Laurene,Flamand
Marie,Desnoyers
Rémy,Jodion
Voleta,Veilleux
Anouk,Villeneuve
Vedette,Desaulniers
Aiglentina,Bonneville
Archard,Collin
Marsilius,Chastain
Arno,Lécuyer
Noémi,Croteau
Odelette,Chnadonnet
Neville,Sansouci
Fabrice,Gaudreau
Pénélope,Corbin
Édith,Rivière
Amorette,Lamy
Gaston,Gousse
Garland,Clavette
Audrey,Lavallée
Angelette,Gareau
Honoré,Binet
Pascal,Sanschagrin
Yolette,Gaillou
Danielle,Marier
Fanchon,Cartier
Julien,Montminy
Sennet,Douffet
Verrill,Pelland
Jérôme,Lanteigne
Huette,Cantin
Langley,Bureau
Zacharie,Vincent
Perrin,Barrette
Andrée,Dufour
Victoire,Laux
Christian,Deniger
Belle,Beauchesne
Thierry,Brisette
Léon,Arnoux
Joanna,Goguen
Aimé,Parizeau
Auda,Mainville
Laurene,Proulx
Aloin,Guay
Charlot,Busson
Tyson,Dubé
Jewel,Rodrigue
Clovis,Charbonneau
Medoro,Saucier
Ophelia,Croteau
Halette,D'Aubigné
Gradasso,Ducharme
Ranger,Chauvin
Claire,Labrosse
Pomeroy,Bourgouin
Crescent,Bourdette
Émile,Houde
Fifine,Gamelin
Patricia,Lang
Gaspar,Gosselin
Denis,Lavallée
Chantal,Plourde
Somerville,Guédry
Talbot,Mazuret
Xavier,Audet
Jérôme,LaGarde
Sabine,Riquier
Tanguy,Lauzier
Olivier,Carignan
Dominique,Lebrun
Damiane,Roux
Esmeraude,Cyr
Gill,Bernier
Forrest,Allaire
Aiglentina,Lafond
Travers,Clavet
Aloin,Larivière
Thérèse,Dastous
Camille,Lambert
Albracca,Saucier
Cher,Sabourin
Nouel,Jodion
Hortense,Lamour
Olivie,Chnadonnet
Armina,Parmentier
Gabriel,Brunault
Annot,Poirier
Leverett,Roussel
Landers,Marcheterre
Dorothée,Sabourin
Valentine,Guertin
Laurent,Bler
Sylvie,Labrecque
Archaimbau,Fournier
Gano,Galarneau
Anaïs,Francoeur
Melville,Larivière
Belle,Turgeon
Bertrand,Gougeon
Jewel,Beauchesne
Melisande,Laprise
Peppin,Lachapelle
Christien,Metivier
Pauline,Thibault
Anton,Tanguay
Clovis,Dupuy
Calandre,Bonsaint
Frédéric,Lambert
Margaux,Bois
Alfred,Couture
Patience,Lagrange
Jeanette,Casgrain
Bruce,Beaudouin
Luce,Bureau
Virginie,Veilleux
Claudette,Rivard
Christophe,Guédry
Matilda,Doucet
Cheney,Voisine
Patricia,Boulé
Lirienne,Parenteau
Namo,Lavallée
Paul,Marquis
Toussaint,Grondin
Noël,Riquier
Olympia,Roux
Sargent,Fugère
Halette,Langlais
Brice,Bouchard
Karlotta,Émond
Jeanne,Cotuand
Jay,"Du Trieux"
Gradasso,Artois
Zara,Doucet
Searlait,Labonté
Blanchefle,Simon
Agnès,Lemieux
Julien,Émond
Henry,Moreau
Orane,Cantin
Lucas,Deniger
Vallis,Létourneau
Thérèse,Ducharme
Perrin,Cyr
Henry,Barjavel
Trinette,Ouellet
Aubine,Pelletier
Somer,Binet
Garland,Quessy
Benjamin,Charron
Pansy,Quiron
Aya,Grondin
Pierrette,Ricard
Valérie,Longpré
Montague,Daoust
Sidney,Faubert
Océane,Thériault
Normand,Bertrand
Apolline,Lapresse
Daniel,Chauvin
Melusina,Édouard
Mignonette,Poulin
Felicienne,Gaulin
Julie,Charlebois
Brigliador,Champagne
Ophelia,Bordeaux
Mirabelle,Lejeune
Denis,Bourdette
Mandel,Nadeau
Grégoire,Lacharité
Arianne,Asselin
Cosette,Lereau
Cammile,Loiseau
Rosamonde,Deslauriers
Stéphanie,Quiron
Théodore,Durand
Cosette,LaCaille
Gay,Varieur
Leverett,Dennis
Byron,Potvin
Mason,Perillard
Josette,Jolicoeur
Baptiste,Masson
Amaury,Mathieu
Chappell,Blondlot
Benoît,Allain
Rosemarie,Desilets
Eloise,Quessy
Charline,Brasseur
Antoinette,Perrault
Manville,Duval
Charlotte,Collin
Huette,Gaudreau
Emmeline,Hervé
Emmanuel,Mireault
Lorraine,Begin
"La Roux",Fontaine
Vachel,Bossé
Cosette,Compagnon
Noémi,Devost
Adrienne,Caouette
Telford,Dastous
Archard,Soucy
Nicolette,Plouffe
Nanna,Boucher
Paulette,L'Hiver
Avent,Duranseau
Loyal,Deslauriers
Iven,Jodoin
Norris,Larivière
Porter,Potvin
Olympia,Villeneuve
Barry,Ouellet
Corinne,LaGrande
Laurene,Paquette
Noémi,Arpin
Villette,Caron
Paige,Marcheterre
Eulalie,Bellemare
Jeoffroi,Compagnon
Dominique,Harquin
Anouk,Bolduc
Warrane,Forest
Sydney,Aucoin
Roland,Bizier
Adélaïde,Meilleur
Éléonore,Durand
Céline,Therriault
Bayard,St-Jean
Stéphanie,Lagacé
Legget,Quiron
Élisabeth,Vallée
Montague,Thériault
Azura,Brousse
Germaine,Charette
Verrill,Bérard
Joseph,Labrecque
Garland,Beaulac
Fabien,Jodoin
Sibyla,Deserres
Julienne,Cloutier
Geneviève,Jacques
Isabelle,Gingras
Christelle,Bourgeois
Somerville,Vernadeau
Cerise,L'Anglais
Somerville,"de Launay"
Victorine,Lejeune
Amélie,Proulx
Archaimbau,Lamare
Roch,Brisette
Azura,Monjeau
Vallis,Bélanger
Denise,Rivard
Artus,Rocher
Moore,Charrette
Hardouin,Ménard
Jessamine,Maheu
Harbin,Croteau
Heloise,Lesage
Nanna,Patenaude
Stéphanie,Veilleux
Ophelia,Durepos
Jeanette,Fréchette
Henriette,Querry
Platt,Champagne
Vail,Boucher
Gano,Tardif
Gemma,Tachel
Nicolas,Blanchard
Jeanette,Denis
Arlette,Méthot
Amorette,Sarrazin
Jewel,Goddu
Raison,Bouvier
Brie,Gadbois
Lirienne,Potvin
Élodie,Paiement
Forrest,Echeverri
Aubrey,Montminy
Coralie,Fugère
Claude,Laderoute
Timothée,Saucier
Jérôme,Édouard
Fantina,Chartier
Zdenek,Fremont
Arno,Leroux
Amitee,Bondy
Vachel,Pinneau
Christien,Côté
Sophie,Blanchard
Frédérique,Ricard
Suzette,Lamy
Royden,Narcisse
Philip,Favreau
Favor,Bossé
Halette,Goulet
Cheney,Ruest
Céline,Bisson
Alexandrin,Binet
Louise,Ruest
Arienne,Lemaître
Bernard,Fouquet
Philippe,Villeneuve
Creissant,Garreau
Aurore,Martin
Seymour,Bélanger
Jeannine,Lafontaine
Mason,Duperré
Edmee,Charpie
Pascaline,Larivière
Avenall,Bourget
Channing,Beaudoin
Blondelle,Théberge
Marveille,Huppé
Gilles,Chastain
Rabican,Jobin
Beltane,Metivier
Hamilton,Doucet
Richard,Echeverri
Agrican,Chesnay
Joséphine,Turgeon
Danielle,Mailhot
Maureen,Gosselin
Avice,Rouze
Marmion,Dandonneau
Aubrey,Laurent
Anouk,Fournier
Élise,Labelle
Beltane,Grenier
Peverell,Racine
Carole,Cadieux
Claudette,Bizier
Pénélope,Bienvenue
Millicent,Belisle
Royce,Charpentier
Michèle,Ricard
Talon,Villeneuve
Fanchon,Godin
Warrane,Guérette
Madelene,Guédry
Archaimbau,Pitre
Susanne,Piedalue
Talon,Vaillancourt
Pierre,Michel
Beaufort,Bizier
Fleur,Givry
Malagigi,Ailleboust
Marie,Gougeon
Ambra,"de Chateaub"
Christabel,Auger
Avelaine,Gougeon
Manon,Truchon
Thiery,St-Jacques
Pauline,Duplanty
Brice,Marseau
Philippe,Paré
Montague,Lafond
Dorene,Ruel
Felicien,Gousse
Juliette,Deniger
Romain,Lanctot
Alacoque,Cartier
Troy,Guertin
Olympia,Bizier
Faustin,Lamothe
Zdenek,Norbert
Lirienne,Lepage
Ancelina,Lauzier
Lyle,Deblois
Prunella,Fecteau
Octave,Brasseur
Émilie,Pariseau
Ansel,Tessier
Curtis,"de Chateaub"
Gano,Saindon
Toussaint,Phaneuf
Claudette,Leroux
Arthur,Lejeune
Varden,Bourassa
Blondelle,Paulet
Esmeraude,Norbert
Colette,Authier
Melville,Morneau
Aubrette,Primeau
Denis,Neufville
Christiane,Giguère
Arridano,Givry
Nadine,Laux
Burnell,Mailloux
Philippine,Clavette
Angelette,Berie
Dorothée,Cadieux
Leala,Boivin
Royce,Marleau
Josette,Michel
Zara,Sanschagrin
Vedette,Dufresne
Millard,Baron
Anouk,Chastain
Claude,Pirouet
Christian,Roux
Amedee,Rivard
Rosemarie,Archambault
Édith,Barrette
Leone,Lemieux
Garland,Massé
Garland,Cotuand
Gradasso,Charpie
Sacripant,Richard
Nicolette,Blanchard
Zurie,Labrecque
Noël,Mailly
Crescent,Villeneuve
Henry,Ruel
Jeanne,Mailloux
Chappell,Quessy
Loyal,Lejeune
Babette,Cadieux
Caroline,"de Launay"
Tanguy,Masson
Mallory,Mouet
Cloridan,Routhier
Pierpont,Dupuy
Iven,Piedalue
Hugh,Larocque
Voleta,Louis
Clementine,Talon
Aya,Courcelle
Arno,Norbert
Rabican,Mazuret
Arthur,Rodrigue
Coralie,Couet
Hortense,Dufour
Burkett,Voisine
Searlait,Brochu
Carolos,Moreau
Orson,Fugère
Quennel,Mousseau
Talbot,Cartier
Sébastien,Lavallée
Christelle,Plouffe
Vail,Dufour
Audric,Bordeaux
Millicent,Beausoleil
Vachel,Bédard
Marguerite,Sauvé
Vernon,Lamontagne
Aurélie,Arcouet
Fealty,Norbert
Maurice,Desnoyers
Thierry,Gregoire
Vachel,Boncoeur
Mercer,Aupry
Roger,Dodier
Flordelis,Chrétien
Thierry,Gagné
Fifine,Tardif
Afrodille,Sylvain
Andrée,Salmons
Fletcher,Bériault
Melodie,Arcouet
Fleurette,Faucher
Luc,Durepos
Richard,Cotuand
Arnaud,L'Heureux
Satordi,L'Angelier
Rosemarie,Primeau
Chapin,Foucault
Martine,Lamare
Langley,CinqMars
Roger,Daigle
Anton,Lagacé
Colette,Desilets
Gay,Faure
Georges,Girard
Brice,Jobin
Leverett,Chabot
Marguerite,Avare
Dalmace,Couet
Guillaume,"Des Meaux"
Martin,Édouard
Marcelle,Parizeau
Senapus,St-Pierre
Geneviève,CinqMars
Sargent,Meunier
Jean,Franchet
Louis,Ailleboust
Talon,Chaussée
Pascal,Houle
Agrican,Benjamin
Huette,Majory
Hamilton,Desforges
Vincent,Pariseau
Amabella,Maheu
Pryor,Tanguay
Laurent,Raymond
Toussaint,Lambert
Lyle,Ayot
Brie,Senneville
Philip,Devost
Émilie,Laboissonnière
André,Paquet
Warrane,Lamontagne
Angelique,Courtois
Sylvie,Laprise
Caresse,Vadeboncoeur
Mavise,Huot
Percy,Roussel
Senior,Pouchard
Alfred,Despins
Luc,Avare
Olympia,D'Aubigné
Angelique,Béland
Virginie,Berthiaume
Delit,Gauthier
Charmaine,"De La Vergne"
Jérôme,Monrency
Medoro,Charpie
Corinne,Meilleur
Percy,Ailleboust
Corinne,Ruest
Lucille,Charpie
Peppin,Brunelle
Amabella,Beaulieu
Vernon,Charpentier
Florus,Rochon
David,Bler
Cosette,Maheu
Tanguy,Binet
Honoré,Lalonde
Gaspar,Deschamps
Jacques,Quiron
Talon,Bonnet
Corette,Marceau
Crescent,Desforges
Jolie,Austin
Eglantine,Beauchamp
Afrodille,Lavoie
Nanna,Rocheleau
Guerin,Forest
Russell,Marquis
Dominique,Vallée
Forrest,Martineau
Maslin,Plouffe
Bellamy,Berthelette
Crescent,Marois
Vail,Chevrette
Adrienne,Cressac
Seymour,Vallée
Fitz,Barteaux
Pascal,Ruais
Arnaude,Monty
Durandana,Lacasse
Norris,Viens
Alexandrin,Phaneuf
Eglantine,Dagenais
Zerbino,Charrette
Quincy,Arpin
Christiane,Marcoux
Roland,Flamand
Evrard,Poirier
Christine,Chauvet
Langley,Petit
Alain,Rousseau
Xarles,Bérard
Rémy,Racine
Karel,Gendron
Virginie,Rouze
Geneviève,Dennis
Paulette,Gamelin
Marc,Bonenfant
Andrée,Mainville
Brigitte,St-Jacques
Odo,Truchon
Tilly,Berger
Noelle,Audet
Daisi,Marchesseault
Thibaut,Massé
Ambra,Arpin
Aubrette,Bélair
Neville,Marleau
Rachelle,Carignan
Harcourt,Allaire
Lotye,Louis
Fantina,Cousteau
Zerbino,Bussière
Mignonette,Morneau
Talon,Sevier
Warrane,"de Chateaub"
Céline,L'Anglais
Fleurette,Sansouci
Roland,Beauchemin
Orane,Allaire
Florence,Ferland
Huon,Bonnet
Nadine,Bonenfant
Ophelia,Vaillancourt
Roch,Chevrette
Christian,Duplanty
Stéphane,Guilmette
Ferragus,Monrency
Roslyn,Giguère
Emmanuel,Chalifour
Victoire,Perrault
Logistilla,Cantin
Florus,Lapierre
Marshall,Bertrand
Halette,Alexandre
Nathalie,Deblois
Dalmace,Chandonnet
Valentine,Quessy
Babette,Villeneuve
Richard,Riquier
Raina,Coupart
Alexandre,Rocher
Arnaud,Auclair
Gilles,Dupuis
Marsilius,Grivois
Montague,Dubois
Royce,"Du Trieux"
Henriette,Duffet
Vallis,Harquin
Frédéric,Bellemare
Comforte,Pichette
Toussaint,Pirouet
Alain,Archambault
Céline,Bossé
Arber,Beausoleil
Luce,Auger
Yolette,Gougeon
Evrard,Goudreau
Élodie,Dubé
Stéphanie,Houle
Élise,Lajoie
Rive,Robert
Roxanne,Gadbois
Flordelis,Bonami
Yvette,Beauchamp
Aubin,Léveillé
Guy,Chandonnet
Alexis,Marseau
Dixie,Desjardins
Marc,Létourneau
Gaetane,Laprise
Belle,Beauchamps
Pénélope,Lajoie
Senior,Ailleboust
Eliot,Dupéré
D'Arcy,Patry
Louis,Léveillé
Françoise,Briard
Ansel,Therrien
Fabienne,Vallée
Gaston,Gosselin
Alexandrie,Charpie
Aleron,Ménard
Cloridan,L'Anglais
Angelique,Plouffe
Ninette,L'Angelier
Roger,Plouffe
Aya,Daviau
Prunella,Pirouet
Olivier,Théberge
Vachel,Desroches
Marthe,Villeneuve
Noémi,Rivard
Roger,Gousse
Gano,Villeneuve
Pierrette,DeGrasse
Alphonse,Brisette
Emmanuelle,Rouleau
Telford,Veronneau
Prunella,Duclos
Amarante,Michel
Somerville,Beaulac
Anouk,Labrie
Rémy,Laframboise
Pansy,Desilets
Madelene,Parent
Charline,Larocque
Gaston,Gamelin
Marjolaine,Drouin
Fleur,Lebel
Musette,Franchet
Eglantine,Bousquet
Aimée,Gendron
Jacquenett,Vaillancour
William,Tollmache
Arno,Fouquet
Tilly,Petit
Alphonse,Miron
Amorette,Lamontagne
Fifi,Guimond
Simone,Leblanc
Medoro,Pariseau
Creissant,Hachée
Archaimbau,"Des Meaux"
Margaux,Tardif
Jewel,Beaulac
Aleron,Morin
Michèle,Beaudry
Voleta,Barrette
Nouel,Vertefeuille
Jacqueline,Laramée
Mandel,Petrie
Tearlach,Lebrun
Felicien,Bisson
Burrell,Patenaude
Chapin,Bondy
Alacoque,Lamoureux
Lothair,Cantin
Tilly,Duffet
Guillaume,Godin
Ermengardi,Lajeunesse
Mathilde,Barrette
Pascaline,Lapierre
Tristan,Charpie
Logistilla,Routhier
Sabine,Deschamps
Noël,Poissonnier
Richard,L'Anglais
Algernon,Guernon
Halette,Arpin
Ruby,Soucy
Manon,Gaulin
Dominic,Lessard
Agrican,Robillard
Philippine,Goguen
Ansel,Arcouet
Édith,Bizier
Donat,Descoteaux
Nicolas,Ruest
Etoile,Vaillancour
Gifford,LaCaille
Roger,Dupuy
Marcel,Renaud
Vallis,Rocher
Élisabeth,Chauvet
Colette,Riel
Leverett,Charlebois
Apolline,Pellerin
Phillipa,Chalut
Tristan,Gougeon
Noël,Jolicoeur
Toussaint,Laisné
Linette,Hervieux
Saville,Paiement
Fiacre,Boileau
Rive,Brisette
Peverell,Maheu
Angelette,Gervais
Channing,Lizotte
Searlait,Clavette
Virginie,Fouquet
Chappell,Migneault
Felicien,Dumont
Amélie,Trépanier
Travers,Gamelin
Brigliador,Longpré
Evrard,Houle
Bruce,Jacques
Fauna,Ruel
Yolette,Rouleau
Satordi,Brunelle
Barry,Guédry
René,Bousquet
Aya,Lamarre
Anouk,Coupart
Véronique,Richer
Corinne,Chandonnet
Diane,Vertefeuille
Maurelle,Chouinard
Rule,Bussière
Moore,Reault
Grégoire,Despins
Robert,Phaneuf
Patience,Leclerc
Claudette,Berthiaume
Xavier,Cotuand
Xavier,Jomphe
Victoire,Angélil
Astrid,Plouffe
Agate,Quiron
Guerin,Rancourt
Bayard,Champagne
Quincy,Bérard
Telford,Bonenfant
Vignette,CinqMars
Patrick,Busson
Aleron,Routhier
Josephe,Gosselin
Merci,Babin
Burkett,Sabourin
Pansy,Mercier
Louise,Caya
Antoinette,Boucher
Andrée,Marceau
Amorette,Gingras
Claudette,Thériault
Madelene,Montminy
Pauline,Moreau
Sidney,Robert
Manon,Tisserand
Jérôme,Loiselle
Luc,Perillard
Ignace,Turgeon
Françoise,Metivier
Gallia,Ouellet
Noël,Dostie
Paien,Jetté
Travers,Laberge
Romaine,Paré
Victoire,Bonsaint
Annot,LaGrande
Mathilde,Goddu
Parfait,Bossé
Alain,Marier
Joy,Duffet
Lyle,Moïse
Namo,Riel
Anne,Vaillancour
Avent,Lafontaine
Zoé,Demers
Ermengardi,Noël
Quennel,Gauvin
Mathilde,Baril
Neville,Audibert
Fealty,Beauchamps
Charlotte,Chesnay
Byron,Ruel
Estelle,Guilmette
Javier,Allard
Philippe,Garreau
Belisarda,Quinn
Satordi,Bellemare
Pénélope,LeBatelier
Anton,Lamarre
Blondelle,Deslauriers
Alphonse,Loiselle
Lundy,Ratté
Romain,Boucher
Pensee,Rochefort
Amitee,Gladu
Noelle,Jomphe
Algernon,Therriault
Élise,Cressac
Apolline,Brault
Rosamonde,Descoteaux
Jean,Chaloux
Roslyn,Gaudreau
Claude,Dubois
Éléonore,Lizotte
Verrill,Bazinet
D'Arcy,Sirois
Avent,Louis
Cher,Beaudry
Campbell,Faucher
Amélie,Bossé
Geoffrey,Doiron
Sennet,Bouvier
Melodie,Lafrenière
Mireille,Lajeunesse
Dorothée,Pinette
Aubine,Cadieux
Fleur,Meunier
Creissant,Lemaître
Aymon,Coupart
Harriette,Therriault
Orson,Paquin
Annot,Villeneuve
Caresse,Loiseau
Christophe,Fugère
Yvette,Lessard
Jules,Bergeron
Malagigi,Sevier
Yolande,Cinq-Mars
Arthur,Collin
Paul,Chabot
Aiglentina,Gougeon
Fusberta,Dubois
Ansel,Vadeboncoeur
Jolie,Faure
Orson,Lanteigne
Tilly,Fontaine
Garland,Sansouci
Aya,Baron
Alphonsine,Bourgeau
Gabrielle,Leduc
Belle,Auberjonois
Pierre,Blanc
Rachelle,Bossé
Bradamate,Grondin
Verney,Gadbois
Searlait,Lejeune
Thérèse,Bonenfant
Agate,Duffet
Aloin,Grignon
Bertrand,Brousseau
Stéphane,Guernon
Esmeraude,Gagné
Anastasie,Brousseau
René,Tanguay
Daniel,Pelland
Courtland,Berger
Guerin,CinqMars
Lyle,Binet
Daniel,Faubert
Galatee,Bellefeuille
Marine,Angélil
Alfred,Grandpré
Allyriane,Foucault
Agnès,Brisebois
Simone,Benoit
Ophelia,Louis
Saber,DeGrasse
Gay,LaGarde
Audric,Robillard
Burnell,Ouellet
Dreux,Guimond
Nouel,Léveillé
Bruce,Cousteau
Lothair,Salois
Odo,Henrichon
Luce,Paimboeuf
Germain,Garnier
Robinette,Rocheleau
Marcel,Dupéré
Gaston,Chnadonnet
Mirabelle,Dupuy
Esmeraude,Beaudouin
Gabriel,Pirouet
Channing,Archambault
Fauna,Lebel
Jacquenett,Loiseau
Parnella,Rhéaume
Wyatt,Pitre
Margaux,"de Launay"
Rabican,Duval
Quincy,Laforest
Xavier,Monjeau
Fauna,Hétu
Lance,Corbin
Agathe,Loiseau
Calandre,Bernier
Camille,Aubé
Nadine,Bonnet
Etoile,Bonneville
Esperanza,Bienvenue
Porter,Gauthier
Danielle,Nadeau
Grégoire,Brousseau
Minette,Dennis
Amélie,Lachapelle
Christabel,Soucy
Robert,Bois
Jean,Cliche
Anne,L'Heureux
Zoé,Duval
Marguerite,Duplessis
Amélie,Lejeune
Chantal,Caouette
Talbot,Duval
Roxanne,Monrency
Florence,Gladu
Paul,Deslauriers
Marine,Ménard
Avelaine,Bélanger
Edmee,Cartier
Arnaude,Bellemare
Capucine,Leblanc
Toussaint,Binet
Madelene,Blais
Aya,Lagueux
Marveille,Jodion
Laurette,Sirois
Musette,Marcil
Robert,Denis
Éric,Deniger
Vedette,Dubois
Platt,Talon
Chantal,Querry
Aymon,Mailloux
Platt,Petrie
Harriette,Pelland
Aloin,Bazinet
Vaden,Benoit
Isaac,Charlesbois
Creissant,Cantin
Eulalie,Veilleux
Jessamine,Dumoulin
Onfroi,Monrency
Falerina,Lauzier
Nicholas,Bellefeuille
Ganelon,Brunault
Corinne,Arpin
Seymour,Chaussée
Christien,Chesnay
Vachel,Lamarre
Inès,Monty
Zacharie,Grimard
Luc,Chaloux
Adorlee,Fortin
Methena,Poulin
Pénélope,Francoeur
Bradamate,Lussier
Azura,Pelletier
Leone,Lévesque
Daisi,Bienvenue
Cammile,Angélil
Madeleine,Monrency
Marlon,Moïse
Luc,Ayot
Patience,Bourgouin
Burkett,CinqMars
Bayard,Picard
Norris,Tachel
Auguste,Reault
Lorraine,Gabriaux
Granville,Gareau
Turner,Dubé
Javier,Bourgouin
Danielle,St-Jacques
Fleurette,Cuillerier
Marc,Fresne
Grégoire,Talon
Cécile,Dupuis
Stéphane,Pirouet
Bevis,Hachée
Chantal,Neufville
Legget,Breton
Flordelis,Labrie
Troy,Sabourin
Céline,Huppé
Beltane,Benjamin
Ray,Batard
Brice,Frappier
Martine,Petrie
Henry,Charlesbois
Gauthier,Jacques
Guillaume,Vertefeuille
Brigliador,Franchet
Sydney,Therrien
Evrard,Lamoureux
Fabien,Douffet
Luce,Frappier
Roslyn,Chauvin
Aubine,Rossignol
Searlait,Dubeau
Eglantine,Moïse
Odo,Lanoie
Normand,Brian
Astolpho,Allaire
Alfred,Sanschagrin
Felicien,Douffet
Serge,Croquetaigne
Loyal,Huppé
Avice,Coupart
Jean,Pirouet
Mercer,Sanschagrin
Pensee,Rodrigue
Pryor,Paradis
Adrienne,Bernard
Aimée,Loiselle
Melville,Gaillard
Gustave,Hervé
Turner,Fournier
Ogier,Guertin
Rosamonde,Bler
Patrick,Grivois
Malagigi,Roussel
Fabienne,Bérard
Florence,Ménard
Pascal,Trottier
Cloridan,Laboissonnière
Capucine,Saurel
Somer,Descoteaux
Babette,Vallée
Kerman,Bousquet
Beaufort,Parenteau
Bellamy,Michaud
Astrid,Marquis
Danielle,Provencher
Yolette,Beaudouin
Timothée,Cuillerier
Ninette,Fournier
Ferragus,Archambault
Jeanette,Rossignol
Langley,Thivierge
Flordelis,Racicot
Delmare,Desroches
Travers,Champagne
Ogier,Jalbert
Fortun,"Des Meaux"
Arnou,Marois
André,Paré
Bruce,Devoe
Clémence,David
Leala,Saucier
Brunella,Faure
Odette,Duplessis
Romain,Duperré
Pierpont,Labossière
Seymour,Lafontaine
Agathe,Vadeboncoeur
Malagigi,Huppé
Andrée,Mercier
Mirabelle,Cyr
Matthieu,Lang
Patrice,Guimond
Gradasso,Royer
Benjamin,Crête
Sibyla,Couture
Perrin,Binet
Ferrau,Berthelette
Apolline,Beaudoin
Anaïs,Berthelette
Jules,Saurel
Gilbert,Dodier
Zoé,Quessy
Odo,Dupuis
Dorothée,Guilmette
Claudette,Poulin
Lucille,Hughes
Latimer,Quiron
Vallis,Grivois
Coralie,Michel
Rive,Durand
Arnaud,Desnoyers
Angelique,René
Aymon,Allard
Robinette,Narcisse
Éric,Dennis
Langley,Roussel
Fauna,Montminy
Natalie,Deserres
Sacripant,Pouchard
Forrest,L'Hiver
Curtis,Arnoux
Emmanuel,Laforest
Oliver,Drouin
Marphisa,Gilbert
